OMRÅDE;YDELSESART;TID;INDHOLD
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2001M06 2001M06;139
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2001M07 2001M07;125
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2001M08 2001M08;136
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2001M09 2001M09;134
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2001M10 2001M10;146
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2001M11 2001M11;137
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2001M12 2001M12;154
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2002M01 2002M01;112
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2002M02 2002M02;127
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2002M03 2002M03;120
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2002M04 2002M04;136
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2002M05 2002M05;140
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2002M06 2002M06;128
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2002M07 2002M07;143
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2002M08 2002M08;137
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2002M09 2002M09;134
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2002M10 2002M10;141
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2002M11 2002M11;144
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2002M12 2002M12;139
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2003M01 2003M01;141
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2003M02 2003M02;145
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2003M03 2003M03;141
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2003M04 2003M04;145
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2003M05 2003M05;134
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2003M06 2003M06;127
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2003M07 2003M07;127
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2003M08 2003M08;134
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2003M09 2003M09;136
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2003M10 2003M10;131
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2003M11 2003M11;124
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2003M12 2003M12;134
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2004M01 2004M01;97
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2004M02 2004M02;125
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2004M03 2004M03;141
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2004M04 2004M04;139
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2004M05 2004M05;119
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2004M06 2004M06;120
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2004M07 2004M07;121
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2004M08 2004M08;134
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2004M09 2004M09;130
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2004M10 2004M10;128
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2004M11 2004M11;137
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2004M12 2004M12;135
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2005M01 2005M01;125
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2005M02 2005M02;139
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2005M03 2005M03;136
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2005M04 2005M04;138
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2005M05 2005M05;128
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2005M06 2005M06;128
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2005M07 2005M07;126
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2005M08 2005M08;119
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2005M09 2005M09;130
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2005M10 2005M10;134
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2005M11 2005M11;136
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2005M12 2005M12;143
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2006M01 2006M01;129
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2006M02 2006M02;149
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2006M03 2006M03;131
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2006M04 2006M04;153
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2006M05 2006M05;133
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2006M06 2006M06;130
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2006M07 2006M07;138
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2006M08 2006M08;125
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2006M09 2006M09;135
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2006M10 2006M10;136
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2006M11 2006M11;146
171 Ledøje-Smørum;TOT Modtagere af kontanthjælp mv. i alt;2006M12 2006M12;161
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1994M01 1994M01;1482
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1994M02 1994M02;1475
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1994M03 1994M03;1503
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1994M04 1994M04;1405
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1994M05 1994M05;1519
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1994M06 1994M06;1452
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1994M07 1994M07;1508
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1994M08 1994M08;1501
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1994M09 1994M09;1400
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1994M10 1994M10;1456
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1994M11 1994M11;1406
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1994M12 1994M12;1442
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1995M01 1995M01;1339
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1995M02 1995M02;1526
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1995M03 1995M03;1342
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1995M04 1995M04;1419
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1995M05 1995M05;1359
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1995M06 1995M06;1341
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1995M07 1995M07;1275
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1995M08 1995M08;1320
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1995M09 1995M09;1287
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1995M10 1995M10;1336
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1995M11 1995M11;1325
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1995M12 1995M12;1408
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1996M01 1996M01;1289
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1996M02 1996M02;1327
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1996M03 1996M03;1337
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1996M04 1996M04;1303
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1996M05 1996M05;1368
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1996M06 1996M06;1304
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1996M07 1996M07;1321
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1996M08 1996M08;1271
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1996M09 1996M09;1253
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1996M10 1996M10;1242
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1996M11 1996M11;1206
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1996M12 1996M12;1349
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1997M01 1997M01;1278
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1997M02 1997M02;1276
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1997M03 1997M03;1246
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1997M04 1997M04;1290
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1997M05 1997M05;1187
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1997M06 1997M06;1219
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1997M07 1997M07;1299
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1997M08 1997M08;1229
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1997M09 1997M09;1227
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1997M10 1997M10;1229
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1997M11 1997M11;1181
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1997M12 1997M12;1220
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1998M01 1998M01;1226
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1998M02 1998M02;1192
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1998M03 1998M03;1231
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1998M04 1998M04;1170
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1998M05 1998M05;1192
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1998M06 1998M06;1100
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1998M07 1998M07;1224
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1998M08 1998M08;1133
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1998M09 1998M09;1053
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1998M10 1998M10;1080
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1998M11 1998M11;1042
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1998M12 1998M12;1124
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1999M01 1999M01;1184
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1999M02 1999M02;1110
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1999M03 1999M03;1121
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1999M04 1999M04;1081
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1999M05 1999M05;1040
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1999M06 1999M06;1051
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1999M07 1999M07;1043
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1999M08 1999M08;1033
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1999M09 1999M09;1055
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1999M10 1999M10;1046
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1999M11 1999M11;1081
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;1999M12 1999M12;1093
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2000M01 2000M01;1058
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2000M02 2000M02;1082
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2000M03 2000M03;1068
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2000M04 2000M04;1033
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2000M05 2000M05;1024
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2000M06 2000M06;995
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2000M07 2000M07;998
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2000M08 2000M08;1033
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2000M09 2000M09;1003
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2000M10 2000M10;1021
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2000M11 2000M11;1000
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2000M12 2000M12;1010
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2001M01 2001M01;995
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2001M02 2001M02;1049
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2001M03 2001M03;1051
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2001M04 2001M04;1045
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2001M05 2001M05;1002
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2001M06 2001M06;1005
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2001M07 2001M07;997
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2001M08 2001M08;1009
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2001M09 2001M09;985
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2001M10 2001M10;986
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2001M11 2001M11;1016
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2001M12 2001M12;1025
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2002M01 2002M01;1038
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2002M02 2002M02;1087
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2002M03 2002M03;1045
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2002M04 2002M04;1097
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2002M05 2002M05;1064
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2002M06 2002M06;1028
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2002M07 2002M07;1056
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2002M08 2002M08;1038
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2002M09 2002M09;1008
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2002M10 2002M10;1024
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2002M11 2002M11;1068
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2002M12 2002M12;1067
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2003M01 2003M01;1049
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2003M02 2003M02;1107
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2003M03 2003M03;1145
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2003M04 2003M04;1154
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2003M05 2003M05;1150
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2003M06 2003M06;1154
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2003M07 2003M07;1164
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2003M08 2003M08;1111
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2003M09 2003M09;1153
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2003M10 2003M10;1226
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2003M11 2003M11;1179
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2003M12 2003M12;1223
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2004M01 2004M01;1111
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2004M02 2004M02;1179
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2004M03 2004M03;1189
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2004M04 2004M04;1164
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2004M05 2004M05;1176
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2004M06 2004M06;1197
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2004M07 2004M07;1158
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2004M08 2004M08;1189
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2004M09 2004M09;1157
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2004M10 2004M10;1211
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2004M11 2004M11;1161
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2004M12 2004M12;1199
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2005M01 2005M01;1121
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2005M02 2005M02;1213
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2005M03 2005M03;1189
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2005M04 2005M04;1217
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2005M05 2005M05;1155
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2005M06 2005M06;1253
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2005M07 2005M07;1169
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2005M08 2005M08;1151
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2005M09 2005M09;1240
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2005M10 2005M10;1196
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2005M11 2005M11;1224
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2005M12 2005M12;1227
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2006M01 2006M01;1198
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2006M02 2006M02;1182
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2006M03 2006M03;1246
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2006M04 2006M04;1164
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2006M05 2006M05;1172
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2006M06 2006M06;1150
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2006M07 2006M07;1116
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2006M08 2006M08;1075
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2006M09 2006M09;1110
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2006M10 2006M10;1093
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2006M11 2006M11;967
173 Lyngby-Taarbæk;TOT Modtagere af kontanthjælp mv. i alt;2006M12 2006M12;1005
175 Rødovre;TOT Modtagere af kontanthjælp mv. i alt;1994M01 1994M01;1360
175 Rødovre;TOT Modtagere af kontanthjælp mv. i alt;1994M02 1994M02;1411
175 Rødovre;TOT Modtagere af kontanthjælp mv. i alt;1994M03 1994M03;1441
175 Rødovre;TOT Modtagere af kontanthjælp mv. i alt;1994M04 1994M04;1406
175 Rødovre;TOT Modtagere af kontanthjælp mv. i alt;1994M05 1994M05;1452
175 Rødovre;TOT Modtagere af kontanthjælp mv. i alt;1994M06 1994M06;1341
175 Rødovre;TOT Modtagere af kontanthjælp mv. i alt;1994M07 1994M07;1414
175 Rødovre;TOT Modtagere af kontanthjælp mv. i alt;1994M08 1994M08;1392
175 Rødovre;TOT Modtagere af kontanthjælp mv. i alt;1994M09 1994M09;1342
175 Rødovre;TOT Modtagere af kontanthjælp mv. i alt;1994M10 1994M10;1296
175 Rødovre;TOT Modtagere af kontanthjælp mv. i alt;1994M11 1994M11;1321
175 Rødovre;TOT Modtagere af kontanthjælp mv. i alt;1994M12 1994M12;1400
175 Rødovre;TOT Modtagere af kontanthjælp mv. i alt;1995M01 1995M01;1285
175 Rødovre;TOT Modtagere af kontanthjælp mv. i alt;1995M02 1995M02;1352
175 Rødovre;TOT Modtagere af kontanthjælp mv. i alt;1995M03 1995M03;1346
175 Rødovre;TOT Modtagere af kontanthjælp mv. i alt;1995M04 1995M04;1318
175 Rødovre;TOT Modtagere af kontanthjælp mv. i alt;1995M05 1995M05;1277
175 Rødovre;TOT Modtagere af kontanthjælp mv. i alt;1995M06 1995M06;1303
175 Rødovre;TOT Modtagere af kontanthjælp mv. i alt;1995M07 1995M07;1244
175 Rødovre;TOT Modtagere af kontanthjælp mv. i alt;1995M08 1995M08;1360
175 Rødovre;TOT Modtagere af kontanthjælp mv. i alt;1995M09 1995M09;1320
175 Rødovre;TOT Modtagere af kontanthjælp mv. i alt;1995M10 1995M10;1328
175 Rødovre;TOT Modtagere af kontanthjælp mv. i alt;1995M11 1995M11;1322
175 Rødovre;TOT Modtagere af kontanthjælp mv. i alt;1995M12 1995M12;1363
175 Rødovre;TOT Modtagere af kontanthjælp mv. i alt;1996M01 1996M01;1272
175 Rødovre;TOT Modtagere af kontanthjælp mv. i alt;1996M02 1996M02;1395
175 Rødovre;TOT Modtagere af kontanthjælp mv. i alt;1996M03 1996M03;1376
175 Rødovre;TOT Modtagere af kontanthjælp mv. i alt;1996M04 1996M04;1286
175 Rødovre;TOT Modtagere af kontanthjælp mv. i alt;1996M05 1996M05;1308
175 Rødovre;TOT Modtagere af kontanthjælp mv. i alt;1996M06 1996M06;1336
175 Rødovre;TOT Modtagere af kontanthjælp mv. i alt;1996M07 1996M07;1283
175 Rødovre;TOT Modtagere af kontanthjælp mv. i alt;1996M08 1996M08;1250
175 Rødovre;TOT Modtagere af kontanthjælp mv. i alt;1996M09 1996M09;1278
175 Rødovre;TOT Modtagere af kontanthjælp mv. i alt;1996M10 1996M10;1356
175 Rødovre;TOT Modtagere af kontanthjælp mv. i alt;1996M11 1996M11;1212
175 Rødovre;TOT Modtagere af kontanthjælp mv. i alt;1996M12 1996M12;1364
175 Rødovre;TOT Modtagere af kontanthjælp mv. i alt;1997M01 1997M01;1331
175 Rødovre;TOT Modtagere af kontanthjælp mv. i alt;1997M02 1997M02;1257
175 Rødovre;TOT Modtagere af kontanthjælp mv. i alt;1997M03 1997M03;1310
175 Rødovre;TOT Modtagere af kontanthjælp mv. i alt;1997M04 1997M04;1275
175 Rødovre;TOT Modtagere af kontanthjælp mv. i alt;1997M05 1997M05;1287
175 Rødovre;TOT Modtagere af kontanthjælp mv. i alt;1997M06 1997M06;1342
175 Rødovre;TOT Modtagere af kontanthjælp mv. i alt;1997M07 1997M07;1227
175 Rødovre;TOT Modtagere af kontanthjælp mv. i alt;1997M08 1997M08;1335
